document_id,pdf_path,ocr_json_path,label,is_synthetic,hard_case_tags,split,notes
basvuru_belgesi__fab654d4-f4a8-4a4c-9fd3-bbb0fc080697,C:\kdata\başvuru belgesi\fab654d4-f4a8-4a4c-9fd3-bbb0fc080697.png,,basvuru_belgesi,0,,,
basvuru_belgesi__fb6951d3-6bda-4bad-9cd9-d48828ae92ce,C:\kdata\başvuru belgesi\fb6951d3-6bda-4bad-9cd9-d48828ae92ce.png,,basvuru_belgesi,0,,,
basvuru_belgesi__FR09-Aday-Basvuru-rev08,C:\kdata\başvuru belgesi\FR09-Aday-Basvuru-rev08.pdf,,basvuru_belgesi,0,,,
basvuru_belgesi__Gemini_Generated_Image_rblfxkrblfxkrblf,C:\kdata\başvuru belgesi\Gemini_Generated_Image_rblfxkrblfxkrblf.jpg,,basvuru_belgesi,1,,,
basvuru_belgesi__Gemini_Generated_Image_wi3w89wi3w89wi3w,C:\kdata\başvuru belgesi\Gemini_Generated_Image_wi3w89wi3w89wi3w.jpg,,basvuru_belgesi,1,,,
basvuru_belgesi__Gemini_Generated_Image_xqpl3lxqpl3lxqpl,C:\kdata\başvuru belgesi\Gemini_Generated_Image_xqpl3lxqpl3lxqpl.jpg,,basvuru_belgesi,1,,,
basvuru_belgesi__is-basvuru-formu-22102019,C:\kdata\başvuru belgesi\is-basvuru-formu-22102019.pdf,,basvuru_belgesi,0,,,
basvuru_belgesi__İnternet Hizmetleri Kullanım Başvuru Formu (Gerçek Kişiler),C:\kdata\başvuru belgesi\İnternet Hizmetleri Kullanım Başvuru Formu (Gerçek Kişiler).pdf,,basvuru_belgesi,0,,,
basvuru_belgesi__İnternet Hizmetleri Kullanım Başvuru Formu (Tüzel Kişiler),C:\kdata\başvuru belgesi\İnternet Hizmetleri Kullanım Başvuru Formu (Tüzel Kişiler).pdf,,basvuru_belgesi,0,,,
basvuru_belgesi__Kisi-Guvenlik-Belgesi-Basvuru-Yazi,C:\kdata\başvuru belgesi\Kisi-Guvenlik-Belgesi-Basvuru-Yazi.jpg,,basvuru_belgesi,0,,,
beyan_beyanname__1 (4),C:\kdata\Beyan - Beyanname\1 (4).webp,,beyan_beyanname,0,,,
beyan_beyanname__34118308-a9f2-47da-9d3f-edbd139b8107,C:\kdata\Beyan - Beyanname\34118308-a9f2-47da-9d3f-edbd139b8107.png,,beyan_beyanname,0,,,
beyan_beyanname__Gemini_Generated_Image_1idf331idf331idf,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_1idf331idf331idf.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_200d1o200d1o200d,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_200d1o200d1o200d.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_2tg3id2tg3id2tg3,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_2tg3id2tg3id2tg3.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_33mgsw33mgsw33mg,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_33mgsw33mgsw33mg.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_361uor361uor361u,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_361uor361uor361u.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_3xgqhb3xgqhb3xgq,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_3xgqhb3xgqhb3xgq.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_46ju7z46ju7z46ju,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_46ju7z46ju7z46ju.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_b7yr0lb7yr0lb7yr,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_b7yr0lb7yr0lb7yr.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_cfr16gcfr16gcfr1,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_cfr16gcfr16gcfr1.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_gw4em4gw4em4gw4e,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_gw4em4gw4em4gw4e.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_igyibligyibligyi,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_igyibligyibligyi.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_it3b5fit3b5fit3b,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_it3b5fit3b5fit3b.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_kskmkakskmkakskm,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_kskmkakskmkakskm.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_lkkm7clkkm7clkkm,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_lkkm7clkkm7clkkm.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_mtldoomtldoomtld,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_mtldoomtldoomtld.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_o8jjowo8jjowo8jj,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_o8jjowo8jjowo8jj.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_p2xaovp2xaovp2xa,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_p2xaovp2xaovp2xa.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_pze0bppze0bppze0,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_pze0bppze0bppze0.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_r9626pr9626pr962,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_r9626pr9626pr962.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_yevdryevdryevdry,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_yevdryevdryevdry.jpg,,beyan_beyanname,1,,,
beyan_beyanname__Gemini_Generated_Image_z67lwoz67lwoz67l,C:\kdata\Beyan - Beyanname\Gemini_Generated_Image_z67lwoz67lwoz67l.jpg,,beyan_beyanname,1,,,
beyan_beyanname__muhtasar-beyanname-ornegi-599x1024,C:\kdata\Beyan - Beyanname\muhtasar-beyanname-ornegi-599x1024.webp,,beyan_beyanname,0,,,
beyan_beyanname__OIP (6),C:\kdata\Beyan - Beyanname\OIP (6).webp,,beyan_beyanname,0,,,
bildirim_tebligat__1 (5),C:\kdata\bildirim - tebligat\1 (5).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__1 (6),C:\kdata\bildirim - tebligat\1 (6).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__1 (7),C:\kdata\bildirim - tebligat\1 (7).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__Gemini_Generated_Image_1fg4rw1fg4rw1fg4,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_1fg4rw1fg4rw1fg4.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_2kdown2kdown2kdo,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_2kdown2kdown2kdo.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_5521v35521v35521,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_5521v35521v35521.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_5m18yo5m18yo5m18,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_5m18yo5m18yo5m18.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_8m1fpj8m1fpj8m1f,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_8m1fpj8m1fpj8m1f.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_c29y5lc29y5lc29y,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_c29y5lc29y5lc29y.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_c3coric3coric3co,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_c3coric3coric3co.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_ef1m2def1m2def1m,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_ef1m2def1m2def1m.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_hr1vw8hr1vw8hr1v,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_hr1vw8hr1vw8hr1v.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_iiq9peiiq9peiiq9,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_iiq9peiiq9peiiq9.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_k04sgik04sgik04s,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_k04sgik04sgik04s.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_k3ws1gk3ws1gk3ws,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_k3ws1gk3ws1gk3ws.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_ofw5c7ofw5c7ofw5,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_ofw5c7ofw5c7ofw5.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_p1eo6up1eo6up1eo,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_p1eo6up1eo6up1eo.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_t07gw1t07gw1t07g,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_t07gw1t07gw1t07g.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_x7isgfx7isgfx7is,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_x7isgfx7isgfx7is.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__Gemini_Generated_Image_yz9m2vyz9m2vyz9m,C:\kdata\bildirim - tebligat\Gemini_Generated_Image_yz9m2vyz9m2vyz9m.jpg,,bildirim_tebligat,1,,,
bildirim_tebligat__OIP (7),C:\kdata\bildirim - tebligat\OIP (7).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__OIP (8),C:\kdata\bildirim - tebligat\OIP (8).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__OIP (9),C:\kdata\bildirim - tebligat\OIP (9).webp,,bildirim_tebligat,0,,,
bildirim_tebligat__R,C:\kdata\bildirim - tebligat\R.jpg,,bildirim_tebligat,0,,,
bildirim_tebligat__torba-kanun-sonrasc4b1-yeni-tebligat-pusulasc4b1,C:\kdata\bildirim - tebligat\torba-kanun-sonrasc4b1-yeni-tebligat-pusulasc4b1.webp,,bildirim_tebligat,0,,,
bilgi_edinme_basvurusu__p1,C:\kdata\bilgi edinme başvurusu\p1.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p10,C:\kdata\bilgi edinme başvurusu\p10.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p11,C:\kdata\bilgi edinme başvurusu\p11.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p12,C:\kdata\bilgi edinme başvurusu\p12.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p13,C:\kdata\bilgi edinme başvurusu\p13.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p14,C:\kdata\bilgi edinme başvurusu\p14.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p15,C:\kdata\bilgi edinme başvurusu\p15.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p16,C:\kdata\bilgi edinme başvurusu\p16.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p17,C:\kdata\bilgi edinme başvurusu\p17.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p18,C:\kdata\bilgi edinme başvurusu\p18.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p19,C:\kdata\bilgi edinme başvurusu\p19.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p2,C:\kdata\bilgi edinme başvurusu\p2.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p20,C:\kdata\bilgi edinme başvurusu\p20.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p21,C:\kdata\bilgi edinme başvurusu\p21.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p22,C:\kdata\bilgi edinme başvurusu\p22.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p3,C:\kdata\bilgi edinme başvurusu\p3.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__P3zL8MRJnAwYE8qYq4JdolLscHtH6ZWkL8m1toI0HS-HrVj0V2TGpqBHOocx7WvxyOLuEGyTRNt2ui-lDXDld_8vx96RQObRI9Q5F3qNPXzEXs6QxCcb11GQzTAuzrCof7g0ttVRn5-Dhezk5Ur93TCQVt9Pc8K8BuCP6qcCWDfKcm0qV69f1v6WTaUjEGH2,C:\kdata\bilgi edinme başvurusu\P3zL8MRJnAwYE8qYq4JdolLscHtH6ZWkL8m1toI0HS-HrVj0V2TGpqBHOocx7WvxyOLuEGyTRNt2ui-lDXDld_8vx96RQObRI9Q5F3qNPXzEXs6QxCcb11GQzTAuzrCof7g0ttVRn5-Dhezk5Ur93TCQVt9Pc8K8BuCP6qcCWDfKcm0qV69f1v6WTaUjEGH2.jpg,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p4,C:\kdata\bilgi edinme başvurusu\p4.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p5,C:\kdata\bilgi edinme başvurusu\p5.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p6,C:\kdata\bilgi edinme başvurusu\p6.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p7,C:\kdata\bilgi edinme başvurusu\p7.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p8,C:\kdata\bilgi edinme başvurusu\p8.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__p9,C:\kdata\bilgi edinme başvurusu\p9.png,,bilgi_edinme_basvurusu,0,,,
bilgi_edinme_basvurusu__wEjvej_ND8IEI8r20T-EXwrjrErbN_BDjWmDcIzqI-dtBqpx0Ya-uR696pOmeJZwvlUGEtYc2ICmdVUCizTKbRUiCv8PJxgSFazl8aymRxogAHcM7wHwZRODgKC3gIHyrtm5qijyrZGvX3djjMB2L7wFF8RcYUDi6ZNsQhVTuFvyY-OBDH94k_1uzqdiMOi3,C:\kdata\bilgi edinme başvurusu\wEjvej_ND8IEI8r20T-EXwrjrErbN_BDjWmDcIzqI-dtBqpx0Ya-uR696pOmeJZwvlUGEtYc2ICmdVUCizTKbRUiCv8PJxgSFazl8aymRxogAHcM7wHwZRODgKC3gIHyrtm5qijyrZGvX3djjMB2L7wFF8RcYUDi6ZNsQhVTuFvyY-OBDH94k_1uzqdiMOi3.jpg,,bilgi_edinme_basvurusu,0,,,
dilekce__Anlasmali-Bosanma-Dilekcesi-Ornegi-PDF,C:\kdata\dilekçe\Anlasmali-Bosanma-Dilekcesi-Ornegi-PDF.pdf,,dilekce,0,,,
dilekce__bosanma-dilekcesi-ornegi,C:\kdata\dilekçe\bosanma-dilekcesi-ornegi.webp,,dilekce,0,,,
dilekce__bosanma_dilekcesi,C:\kdata\dilekçe\bosanma_dilekcesi.pdf,,dilekce,0,,,
dilekce__Code_Generated_Image,C:\kdata\dilekçe\Code_Generated_Image.png,,dilekce,1,,,
dilekce__dilekce-ornegi-1.jpg,C:\kdata\dilekçe\dilekce-ornegi-1.jpg.webp,,dilekce,0,,,
dilekce__dilekce-ornegi-2.jpg,C:\kdata\dilekçe\dilekce-ornegi-2.jpg.webp,,dilekce,0,,,
dilekce__dilekce-ornegi-3.jpg,C:\kdata\dilekçe\dilekce-ornegi-3.jpg.webp,,dilekce,0,,,
dilekce__e6GGkFiVEkTbKMJIRwn7kkIA9ek-GvvXEMeIbWo6PfZ5HS-2c7DYaRWOlv8aERxX1o6le_97Jp9CXBd1GuCk9tiIPCcPaDjJyIAsNR1j9Gd0U_1ldkJdUKhm143Pc8bBxCwEDVRtTyFXjotqQQz3BnoBWkUn_DlRtETasdrOtcdmy-4KiFRHliqsIHQiwtpN,C:\kdata\dilekçe\e6GGkFiVEkTbKMJIRwn7kkIA9ek-GvvXEMeIbWo6PfZ5HS-2c7DYaRWOlv8aERxX1o6le_97Jp9CXBd1GuCk9tiIPCcPaDjJyIAsNR1j9Gd0U_1ldkJdUKhm143Pc8bBxCwEDVRtTyFXjotqQQz3BnoBWkUn_DlRtETasdrOtcdmy-4KiFRHliqsIHQiwtpN.jpg,,dilekce,0,,,
dilekce__Gemini_Generated_Image_f9k4byf9k4byf9k4,C:\kdata\dilekçe\Gemini_Generated_Image_f9k4byf9k4byf9k4.jpg,,dilekce,1,,,
dilekce__Gemini_Generated_Image_kgvycrkgvycrkgvy,C:\kdata\dilekçe\Gemini_Generated_Image_kgvycrkgvycrkgvy.jpg,,dilekce,1,,,
dilekce__Gemini_Generated_Image_rx5p43rx5p43rx5p,C:\kdata\dilekçe\Gemini_Generated_Image_rx5p43rx5p43rx5p.jpg,,dilekce,1,,,
dilekce__iett-dilekce-ornegi,C:\kdata\dilekçe\iett-dilekce-ornegi.pdf,,dilekce,0,,,
dilekce__medium,C:\kdata\dilekçe\medium.jpg,,dilekce,0,,,
dilekce__OIP,C:\kdata\dilekçe\OIP.webp,,dilekce,0,,,
dilekce__tek_tarafli_bosanma_dilekcesi_ornegi,C:\kdata\dilekçe\tek_tarafli_bosanma_dilekcesi_ornegi.pdf,,dilekce,0,,,
dilekce__vpn-kullanma-talimati29-06-20204-33-pm,C:\kdata\dilekçe\vpn-kullanma-talimati29-06-20204-33-pm.pdf,,dilekce,0,,,
diger_belirsiz__Gemini_Generated_Image_1rnw7j1rnw7j1rnw,C:\kdata\diğer\Gemini_Generated_Image_1rnw7j1rnw7j1rnw.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_50bukv50bukv50bu,C:\kdata\diğer\Gemini_Generated_Image_50bukv50bukv50bu.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_5wxe005wxe005wxe,C:\kdata\diğer\Gemini_Generated_Image_5wxe005wxe005wxe.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_7hfy4i7hfy4i7hfy,C:\kdata\diğer\Gemini_Generated_Image_7hfy4i7hfy4i7hfy.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_7snj0j7snj0j7snj,C:\kdata\diğer\Gemini_Generated_Image_7snj0j7snj0j7snj.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_8pdocn8pdocn8pdo,C:\kdata\diğer\Gemini_Generated_Image_8pdocn8pdocn8pdo.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_c86kr1c86kr1c86k,C:\kdata\diğer\Gemini_Generated_Image_c86kr1c86kr1c86k.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_dukpyndukpyndukp,C:\kdata\diğer\Gemini_Generated_Image_dukpyndukpyndukp.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_ekdfekekdfekekdf,C:\kdata\diğer\Gemini_Generated_Image_ekdfekekdfekekdf.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_gyi1egyi1egyi1eg,C:\kdata\diğer\Gemini_Generated_Image_gyi1egyi1egyi1eg.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_h79angh79angh79a,C:\kdata\diğer\Gemini_Generated_Image_h79angh79angh79a.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_hw8b4ahw8b4ahw8b,C:\kdata\diğer\Gemini_Generated_Image_hw8b4ahw8b4ahw8b.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_i6j2o5i6j2o5i6j2,C:\kdata\diğer\Gemini_Generated_Image_i6j2o5i6j2o5i6j2.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_jhcdq1jhcdq1jhcd,C:\kdata\diğer\Gemini_Generated_Image_jhcdq1jhcdq1jhcd.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_lkxezlkxezlkxezl,C:\kdata\diğer\Gemini_Generated_Image_lkxezlkxezlkxezl.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_ma9ovkma9ovkma9o,C:\kdata\diğer\Gemini_Generated_Image_ma9ovkma9ovkma9o.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_n2sy7bn2sy7bn2sy,C:\kdata\diğer\Gemini_Generated_Image_n2sy7bn2sy7bn2sy.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_ng7gxkng7gxkng7g,C:\kdata\diğer\Gemini_Generated_Image_ng7gxkng7gxkng7g.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_odykl9odykl9odyk,C:\kdata\diğer\Gemini_Generated_Image_odykl9odykl9odyk.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_qoihzrqoihzrqoih,C:\kdata\diğer\Gemini_Generated_Image_qoihzrqoihzrqoih.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_tv2jiwtv2jiwtv2j,C:\kdata\diğer\Gemini_Generated_Image_tv2jiwtv2jiwtv2j.jpg,,diger_belirsiz,1,,,
diger_belirsiz__Gemini_Generated_Image_u3hwj2u3hwj2u3hw,C:\kdata\diğer\Gemini_Generated_Image_u3hwj2u3hwj2u3hw.jpg,,diger_belirsiz,1,,,
form__2011_73645_Kamu_Evrak_Surec_Dosyasi,C:\kdata\form\2011_73645_Kamu_Evrak_Surec_Dosyasi.pdf,,form,0,,,
form__2013_84726_Kurum_Resmi_Dosya_Arsiv,C:\kdata\form\2013_84726_Kurum_Resmi_Dosya_Arsiv.pdf,,form,0,,,
form__2014_67392_Resmi_Kurum_Arsiv_Dosyasi,C:\kdata\form\2014_67392_Resmi_Kurum_Arsiv_Dosyasi.pdf,,form,0,,,
form__2015_91834_Kurum_Dosya_Arsiv,C:\kdata\form\2015_91834_Kurum_Dosya_Arsiv.pdf,,form,0,,,
form__2016_29481_Kamu_Evrak_Dosya_Kaydi,C:\kdata\form\2016_29481_Kamu_Evrak_Dosya_Kaydi.pdf,,form,0,,,
form__2017_58291_Resmi_Evrak_Kayit,C:\kdata\form\2017_58291_Resmi_Evrak_Kayit.pdf,,form,0,,,
form__2018_76421_Kurum_Islem_Dosyasi,C:\kdata\form\2018_76421_Kurum_Islem_Dosyasi.pdf,,form,0,,,
form__2021_038742_Kurum_Evrak_Kayit,C:\kdata\form\2021_038742_Kurum_Evrak_Kayit.pdf,,form,0,,,
form__Code_Generated_Image (1),C:\kdata\form\Code_Generated_Image (1).png,,form,1,,,
form__Code_Generated_Image (2),C:\kdata\form\Code_Generated_Image (2).png,,form,1,,,
